Faults Injected:;1338

Fault Effect;#Effect;PVF
Masked;513;0.3834080717488789
SDCs;625;0.4671150971599402
Crashes;198;0.14798206278026907
Hangs;2;0.0014947683109118087


Detected SDCs:;625
SDC Coverage (%):;100.0

FaultModels SDCs:
FaultModel ;#SDCs;percentage
LSB bit-flip;625;100.0

FaultModels Detected SDCs:
FaultModel ;#SDCs Detected; percentage
LSB bit-flip;625;100.0

FaultModels Crashes:
FaultModel ;#Crashes;percentage
LSB bit-flip;198;100.0

FaultModels Hangs:
FaultModel ;#Hangs;percentage
LSB bit-flip;2;100.0

Variables that caused SDCs:
PVF ;#flips ;#SDCs ;Var name ;file ;line number
56.76855895196506;229;130;_IO_file_jumps_mmap;fileops.c;1480
46.788990825688074;218;102;_IO_file_jumps_maybe_mmap;fileops.c;1504
36.52173913043478;230;84;__GI__IO_file_jumps;fileops.c;1455
96.7741935483871;31;30;__PRETTY_FUNCTION__;fileops.c;0
61.29032258064516;31;19;_dl_argc;rtld.c;82
62.96296296296296;27;17;start_time;rtld.c;308
47.05882352941176;34;16;preloadlist;rtld.c;825
57.692307692307686;26;15;version_info;rtld.c;827
46.666666666666664;30;14;tls_init_tp_called;rtld.c;677
61.904761904761905;21;13;audit_list_string;rtld.c;134
42.857142857142854;28;12;__pointer_chk_guard_local;rtld.c;96
46.15384615384615;26;12;load_time;rtld.c;307
46.15384615384615;26;12;_rtld_global_ro;rtld.c;259
54.54545454545454;22;12;library_path;rtld.c;823
46.15384615384615;26;12;relocate_time;rtld.c;306
54.54545454545454;22;12;audit_list;rtld.c;142
34.48275862068966;29;10;__GI__dl_argv;rtld.c;83
43.47826086956522;23;10;__libc_multiple_libcs;../elf/dl-sysdep.c;60
34.61538461538461;26;9;__GI___libc_enable_secure;../elf/dl-sysdep.c;58
42.857142857142854;21;9;_dl_rtld_libname;rtld.c;301
38.095238095238095;21;8;any_debug;rtld.c;2322
36.36363636363637;22;8;_dl_rtld_libname2;rtld.c;302
38.095238095238095;21;8;_rtld_global;rtld.c;231
100.0;6;6;__evoke_link_warning_llseek;../sysdeps/unix/sysv/linux/lseek64.c;53
55.55555555555556;9;5;file_size;rtld.c;874
50.0;8;4;__PRETTY_FUNCTION__;rtld.c;0
44.44444444444444;9;4;rtld_total_time;rtld.c;417
66.66666666666666;6;4;preload_file;rtld.c;1630
100.0;4;4;st;filedoalloc.c;81
100.0;3;3;arg;fprintf.c;28
50.0;4;2;__malloc_initialize_hook;malloc.c;1859
100.0;2;2;tcache_shutting_down;malloc.c;2920
100.0;2;2;freeres_list;genops.c;841
50.0;4;2;free_list_lock;arena.c;81
50.0;2;1;main_arena;malloc.c;1761
50.0;2;1;mp_;malloc.c;1783
100.0;1;1;__memalign_hook;malloc.c;1871
100.0;1;1;__libc_malloc_initialized;arena.c;100
33.33333333333333;3;1;perturb_byte;malloc.c;1882
100.0;1;1;dealloc_buffers;genops.c;840
100.0;1;1;st;dl-misc.c;46
33.33333333333333;3;1;ranges;dl-reloc.c;258
50.0;2;1;free_list;arena.c;83
100.0;1;1;__PRETTY_FUNCTION__;../elf/dl-runtime.c;0
100.0;1;1;aligned_heap_area;arena.c;446
100.0;1;1;jump_table;vfprintf.c;213
100.0;1;1;list_all_lock;genops.c;36

Variables that caused Detected SDCs:
PVF ;#flips ;#SDCs ;Var name ;file ;line number
56.76855895196506;229;130;_IO_file_jumps_mmap;fileops.c;1480
46.788990825688074;218;102;_IO_file_jumps_maybe_mmap;fileops.c;1504
36.52173913043478;230;84;__GI__IO_file_jumps;fileops.c;1455
96.7741935483871;31;30;__PRETTY_FUNCTION__;fileops.c;0
61.29032258064516;31;19;_dl_argc;rtld.c;82
62.96296296296296;27;17;start_time;rtld.c;308
47.05882352941176;34;16;preloadlist;rtld.c;825
57.692307692307686;26;15;version_info;rtld.c;827
46.666666666666664;30;14;tls_init_tp_called;rtld.c;677
61.904761904761905;21;13;audit_list_string;rtld.c;134
42.857142857142854;28;12;__pointer_chk_guard_local;rtld.c;96
46.15384615384615;26;12;load_time;rtld.c;307
46.15384615384615;26;12;_rtld_global_ro;rtld.c;259
54.54545454545454;22;12;library_path;rtld.c;823
46.15384615384615;26;12;relocate_time;rtld.c;306
54.54545454545454;22;12;audit_list;rtld.c;142
34.48275862068966;29;10;__GI__dl_argv;rtld.c;83
43.47826086956522;23;10;__libc_multiple_libcs;../elf/dl-sysdep.c;60
34.61538461538461;26;9;__GI___libc_enable_secure;../elf/dl-sysdep.c;58
42.857142857142854;21;9;_dl_rtld_libname;rtld.c;301
38.095238095238095;21;8;any_debug;rtld.c;2322
36.36363636363637;22;8;_dl_rtld_libname2;rtld.c;302
38.095238095238095;21;8;_rtld_global;rtld.c;231
100.0;6;6;__evoke_link_warning_llseek;../sysdeps/unix/sysv/linux/lseek64.c;53
55.55555555555556;9;5;file_size;rtld.c;874
50.0;8;4;__PRETTY_FUNCTION__;rtld.c;0
44.44444444444444;9;4;rtld_total_time;rtld.c;417
66.66666666666666;6;4;preload_file;rtld.c;1630
100.0;4;4;st;filedoalloc.c;81
100.0;3;3;arg;fprintf.c;28
50.0;4;2;__malloc_initialize_hook;malloc.c;1859
100.0;2;2;tcache_shutting_down;malloc.c;2920
100.0;2;2;freeres_list;genops.c;841
50.0;4;2;free_list_lock;arena.c;81
50.0;2;1;main_arena;malloc.c;1761
50.0;2;1;mp_;malloc.c;1783
100.0;1;1;__memalign_hook;malloc.c;1871
100.0;1;1;__libc_malloc_initialized;arena.c;100
33.33333333333333;3;1;perturb_byte;malloc.c;1882
100.0;1;1;dealloc_buffers;genops.c;840
100.0;1;1;st;dl-misc.c;46
33.33333333333333;3;1;ranges;dl-reloc.c;258
50.0;2;1;free_list;arena.c;83
100.0;1;1;__PRETTY_FUNCTION__;../elf/dl-runtime.c;0
100.0;1;1;aligned_heap_area;arena.c;446
100.0;1;1;jump_table;vfprintf.c;213
100.0;1;1;list_all_lock;genops.c;36

Variables that caused Crash:
PVF ;#flips ;#SDCs ;Var name ;file ;line number
33.47826086956522;230;77;__GI__IO_file_jumps;fileops.c;1455
14.220183486238533;218;31;_IO_file_jumps_maybe_mmap;fileops.c;1504
100.0;27;27;user_entry;../elf/dl-sysdep.c;91
9.606986899563319;229;22;_IO_file_jumps_mmap;fileops.c;1480
100.0;19;19;_dl_skip_args;rtld.c;84
17.24137931034483;29;5;__GI__dl_argv;rtld.c;83
100.0;4;4;__malloc_hook;malloc.c;1866
100.0;4;4;global_max_fast;malloc.c;1630
50.0;6;3;tcache;malloc.c;2921
9.523809523809524;21;2;_rtld_global;rtld.c;231
100.0;2;2;__morecore;malloc.c;363
100.0;1;1;__free_hook;malloc.c;1864
100.0;1;1;__after_morecore_hook;malloc.c;1874

Variables that caused Hang:
PVF ;#flips ;#SDCs ;Var name ;file ;line number
0.8695652173913043;230;2;__GI__IO_file_jumps;fileops.c;1455